SplittableRandom.nextIntAlt1()

------------------|---------------------------------------------------------------------|-----|----------------------|---------|----------|----------|-------------------------|--------------
             seed |                                                            gamma 1s | Tid |            test name |    ntup | tsamples | psamples |                  pvalue | assessment(s)
------------------|---------------------------------------------------------------------|-----|----------------------|---------|----------|----------|-------------------------|--------------
 e568f96892207caf | 0011001101110001110101110111101110110110101001101100010101111111 40 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.96826968...0.96826968 | 1*PASSED
 56fa8f11aff8eb2c | 0110111110101011000010111110011110100110101110111001110011111011 41 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.53655017...0.53655017 | 1*PASSED
 dcd42d5e2bd99d56 | 0010001011011111111101011111111101111110111000110101010101100110 42 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.36250216...0.36250216 | 1*PASSED
 2ea69f21f5cad632 | 1110111101111011111011101100011110011010111010011010011011101110 43 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.42804981...0.42804981 | 1*PASSED
 6cef4e8dddb8838a | 0101011011110011111111111101011110001111100101110011001111110101 44 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.81904591...0.81904591 | 1*PASSED
  1e788e8d86f1d56 | 0010110101011110110111111110000111011110011110110111101110111111 45 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.92888075...0.92888075 | 1*PASSED
  bf88b5d146eeb98 | 1110111101110101011011111111111001011111011011010111111000010111 46 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.03066911...0.03066911 | 1*PASSED
 6917b2bcd7878118 | 1111111101111110100101001111101101101100101111111111011111101010 47 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.92988239...0.92988239 | 1*PASSED
 40f572020a7bb1ec | 1101111010101101111101101110111101101100110111111111110110111110 48 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.17418906...0.17418906 | 1*PASSED
 c1959cb4e0630b91 | 1000111011111001111011101111111111100111111111100111100101111111 49 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.85260965...0.85260965 | 1*PASSED
 e61a7be8268f88a9 | 1111011110110001111111001111111111001011111110111111110111111001 50 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.91390590...0.91390590 | 1*PASSED
